env,step,x_shape,taps,gdc,gdc2,gain,gain_ratio,drive_rms,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
DGD5ps,0,"[0.00646432974598007, -0.2816631006560844, -0.05584853947664663, -0.022836726602608493, -2.2361649603157105, -2.9613681191771963]","[0.006464, -0.281663, 0.633187, -0.055849, -0.022837]",-2.2361649603157105,-2.9613681191771963,0.38484847113788495,0.8784489183699725,0.155,0.005858056959825745,0.006495335834447086,,-3.781259402494911,-2.232246409844972,-3.759888257163128,0.00017382480178955342,18.58349847447445
DGD5ps,1,"[0.010440300526574391, -0.2775648767251389, -0.05481604339901011, -0.015063685446577553, -2.0909871812001866, -3.2135672715371597]","[0.01044, -0.277565, 0.642115, -0.054816, -0.015064]",-2.0909871812001866,-3.2135672715371597,0.3747189992714941,0.8553275491246156,0.15499999999999997,0.00568706754308358,0.006495335834447086,,-3.8726711308974795,-2.245111613770991,-3.76177509768924,0.00017307123882078526,14.455467202396335
DGD5ps,2,"[0.013543488508278204, -0.2736476107781475, -0.05402074277434652, -0.007131344697015651, -1.935271769178951, -3.449001048551115]","[0.013543, -0.273648, 0.651657, -0.054021, -0.007131]",-1.935271769178951,-3.449001048551115,0.36394242848921593,0.8307291223218807,0.15499999999999997,0.0057101401859391675,0.006495335834447086,,-3.9437463386849876,-2.243353229541809,-3.768356450421159,0.00017046826837005581,13.05619356110713
DGD5ps,3,"[0.016942871868833583, -0.2697806436552835, -0.053466950695171656, 0.00038405767841385996, -1.7751744756543528, -3.671118893511192]","[0.016943, -0.269781, 0.659425, -0.053467, 0.000384]",-1.7751744756543528,-3.671118893511192,0.3543293171987075,0.8087863894058606,0.15499999999999997,0.005817242734640104,0.006495335834447086,,-4.0047012512196085,-2.2352828141257595,-3.768356450421159,0.00017046826837005581,11.2996384963009
DGD5ps,4,"[0.02125906278983606, -0.2653509911578036, -0.0531266901281178, 0.0067091848214287314, -1.6129362404125849, -3.8813940878994733]","[0.021259, -0.265351, 0.653554, -0.053127, 0.006709]",-1.6129362404125849,-3.8813940878994733,0.35299002229146575,0.8057293364333845,0.15500000000000003,0.005967760660353827,0.006495335834447086,,-4.071757675629926,-2.224188602755891,-3.7589119175398467,0.00017421601778897202,8.433193195970851
DGD5ps,5,"[0.026551046044948335, -0.2602568017738434, -0.05295711270709489, 0.01115415995473723, -1.449043392224177, -4.0801585357598364]","[0.026551, -0.260257, 0.649081, -0.052957, 0.011154]",-1.449043392224177,-4.0801585357598364,0.35074626207076914,0.8006077655119131,0.155,0.006136668744713873,0.006495335834447086,,-4.1320624805716175,-2.2120673191513975,-3.768356450421159,0.00017046826837005581,6.704035528653016
DGD5ps,6,"[0.03230807955073326, -0.25506331972627466, -0.0530300135563229, 0.014197715605711382, -1.2824947367849857, -4.266457644348651]","[0.032308, -0.255063, 0.645401, -0.05303, 0.014198]",-1.2824947367849857,-4.266457644348651,0.3479609513189463,0.7942500600752027,0.15500000000000003,0.006311957790570185,0.006495335834447086,,-4.184494269341973,-2.199835914010256,-3.7589119175398467,0.00017421601778897202,5.9019187928512755
DGD5ps,7,"[0.03802056758019244, -0.25023110113146857, -0.05333814090393817, 0.017231826554409236, -1.113582199309259, -4.440307636166212]","[0.038021, -0.250231, 0.641178, -0.053338, 0.017232]",-1.113582199309259,-4.440307636166212,0.3454060250979943,0.7884182266560016,0.15499999999999997,0.006528829264396089,0.006495335834447086,,-4.234815374879313,-2.1851646884946603,-3.768356450421159,0.00017046826837005581,5.630049791064012
DGD5ps,8,"[0.043675219116946044, -0.24575172620213503, -0.05387559454141569, 0.020247887756404143, -0.9438302136226779, -4.602994735123396]","[0.043675, -0.245752, 0.63645, -0.053876, 0.020248]",-0.9438302136226779,-4.602994735123396,0.34312044257040014,0.7832011928107742,0.15499999999999997,0.006774194376256103,0.006495335834447086,,-4.283845968163445,-2.1691423460255606,-3.760175470061984,0.0001737098838651482,5.378621575368277
DGD5ps,9,"[0.049257397932539346, -0.24161370086252612, -0.054634079407160856, 0.023237177458362693, -0.7743537188324683, -4.755616264870996]","[0.049257, -0.241614, 0.631258, -0.054634, 0.023237]",-0.7743537188324683,-4.755616264870996,0.3411265945617666,0.778650067477212,0.15499999999999997,0.007035956340263019,0.006495335834447086,,-4.3322486603699355,-2.152676864103957,-3.766682849962809,0.0001711264535410624,5.1468422081524245
DGD5ps,10,"[0.054751915684311064, -0.23780247617895334, -0.05560315066683509, 0.026191018394015646, -0.6059716027262726, -4.89910477952986]","[0.054752, -0.237802, 0.625651, -0.055603, 0.026191]",-0.6059716027262726,-4.89910477952986,0.33943384395543824,0.7747862222219545,0.15500000000000003,0.007302860505780311,0.006495335834447086,,-4.380541418877231,-2.1365069948738804,-3.7406269657577256,0.00018170757573184715,4.933309877153232
DGD5ps,11,"[0.0601437328303421, -0.2343006021887414, -0.05677057390010458, 0.029100987318393237, -0.43928778970957355, -5.0]","[0.060144, -0.234301, 0.619684, -0.056771, 0.029101]",-0.43928778970957355,-5.0,0.3379710864437074,0.7714473554980766,0.15499999999999997,0.007629287311453611,0.006495335834447086,,-4.425493602923983,-2.117516029693781,-3.7406269657577256,0.00018170757573184715,4.736137697311251
DGD5ps,12,"[0.06542484249647106, -0.23110139828195653, -0.05814474234877931, 0.03195201490909994, -0.27533773426482505, -5.0]","[0.065425, -0.231101, 0.613377, -0.058145, 0.031952]",-0.27533773426482505,-5.0,0.33665205979805346,0.7684365665328772,0.15500000000000003,0.008131704763515237,0.006495335834447086,,-4.461191071929837,-2.0898183976070173,-3.760175470061984,0.0001737098838651482,4.548432517634369
DGD5ps,13,"[0.07059446933611306, -0.22822057110825508, -0.05977026510616612, 0.03471426314360169, -0.1158749942097494, -5.0]","[0.070594, -0.228221, 0.6067, -0.05977, 0.034714]",-0.1158749942097494,-5.0,0.3357972846893267,0.7664854706444344,0.15499999999999997,0.008596576674293177,0.006495335834447086,,-4.499453492640706,-2.065674458924779,-3.760175470061984,0.0001737098838651482,4.364177147526505
