env,step,x,taps,gdc,gdc2,gain,gain_ratio,pred_b_ber,allowed_ber,stop_reason,pred_a,pred_b,real_lb,real_ber,grad_norm
DGD2ps,0,"[0.0016047188934731537, 0.0024874988051060416, -0.026659634679418176, -0.29377959387431773, 0.0006860592756419025, 0.055366244128177644, -2.671650558907006e-05, 0.0021550647423735376, -0.2302352318641417, -0.19233236339333262, -0.05600000000000001]","[0.001605, 0.002487, -0.02666, -0.29378, 0.617234, 0.000686, 0.055366, -2.7e-05, 0.002155]",-0.2302352318641417,-0.19233236339333262,0.3850997646236104,0.8790225168308843,0.003282222700082828,0.005894740294539073,,-3.698745780236115,-2.4838319552342174,-3.7572383170814967,0.00017488867317848767,9.674089336249597
DGD2ps,1,"[0.0028805709013809836, 0.004415939652378418, -0.02005246965421147, -0.2880088175792385, 0.0018755992067170538, 0.05259490281856404, 0.00033128212557281253, 0.0037561043772418386, 0.05818963240876268, -0.1537046833030568, -0.11032000000000002]","[0.002881, 0.004416, -0.020052, -0.288009, 0.626084, 0.001876, 0.052595, 0.000331, 0.003756]",0.05818963240876268,-0.1537046833030568,0.33982337840635357,0.7756753672822496,0.002284723322393097,0.005894740294539073,,-3.8310589040783545,-2.6411663850178724,-3.764949118734206,0.00017181096664219372,9.304413565938988
DGD2ps,2,"[0.004118314727257136, 0.00596266293670713, -0.014136572254300948, -0.28180656471742344, 0.0034074727436330748, 0.049894105439299924, 0.0006179343863087943, 0.004946072090892518, 0.3375466138619654, -0.113256817928541, -0.16301040000000003]","[0.004118, 0.005963, -0.014137, -0.281807, 0.63511, 0.003407, 0.049894, 0.000618, 0.004946]",0.3375466138619654,-0.113256817928541,0.30099747553200845,0.6870519870623338,0.0016756421049258187,0.005894740294539073,,-3.933443607366445,-2.775818735379808,-3.760175470061984,0.0001737098838651482,8.950702284422889
DGD2ps,3,"[0.0052974902160873505, 0.007124400454774962, -0.00893226623029003, -0.2752573345048197, 0.005219329902800909, 0.047331669180933934, 0.0008484759264351255, 0.005769381682830914, 0.608972328337654, -0.07726290226252902, -0.11190071200000003]","[0.005297, 0.007124, -0.008932, -0.275257, 0.64422, 0.005219, 0.047332, 0.000848, 0.005769]",0.608972328337654,-0.07726290226252902,0.3385887633303957,0.7728572548057424,0.0013747906817569778,0.005894740294539073,,-3.9941350091466115,-2.8617634201449667,-3.7572383170814967,0.00017488867317848767,8.624677318616984
DGD2ps,4,"[0.0065570793333888456, 0.008038664131133733, -0.0038753551168649184, -0.26876784976968576, 0.006470934964843988, 0.044777059099582774, 0.0007598105042916773, 0.006176470784454747, 0.8598998509973234, 0.009755950414771675, -0.16147710936000004]","[0.006557, 0.008039, -0.003875, -0.268768, 0.654577, 0.006471, 0.044777, 0.00076, 0.006176]",0.8598998509973234,0.009755950414771675,0.3020620349275477,0.6894819331831721,0.0010332781994749484,0.005894740294539073,,-4.09115849568272,-2.9857827334362907,-3.766682849962809,0.0001711264535410624,7.395392839988158
DGD2ps,5,"[0.007661993361996583, 0.008503526119166166, 0.0004031960095631122, -0.2619957799038476, 0.008107045161873433, 0.04244405502359606, 0.0006794549314927578, 0.006287508562866759, 1.1139874106207879, -0.03276091053633628, -0.20956621479920004]","[0.007662, 0.008504, 0.000403, -0.261996, 0.663917, 0.008107, 0.042444, 0.000679, 0.006288]",1.1139874106207879,-0.03276091053633628,0.27040021860746083,0.6172111814824488,0.0008193822526643995,0.005894740294539073,,-4.162876287172388,-3.086513446842957,-3.766682849962809,0.0001711264535410624,7.022439295379557
DGD2ps,6,"[0.00864062782068664, 0.008635528514406913, 0.003991837562577986, -0.2550794741949292, 0.009924010075269727, 0.040352356896613074, 0.0006955903054628747, 0.006151015680317643, 1.3626865534723995, -0.00837753844667204, -0.16291978252317604]","[0.008641, 0.008636, 0.003992, -0.255079, 0.66653, 0.009924, 0.040352, 0.000696, 0.006151]",1.3626865534723995,-0.00837753844667204,0.3010602865477793,0.6871953584747301,0.0007053649801623974,0.005894740294539073,,-4.196607127900065,-3.151586105910047,-3.7392467009301744,0.00018228599327892888,6.760331776988111
DGD2ps,7,"[0.009712998541290355, 0.008417839536869599, 0.0074890699436358414, -0.248330919865463, 0.011021429877798104, 0.03818694221107027, 0.0003912357727438801, 0.005579475862892723, 1.131161851366581, -0.0801520275515535, -0.20816682183091934]","[0.009713, 0.008418, 0.007489, -0.248331, 0.67087, 0.011021, 0.038187, 0.000391, 0.005579]",1.131161851366581,-0.0801520275515535,0.27127291322773617,0.6192031801591786,0.00058643211001641,0.005894740294539073,,-4.263667299747085,-3.2317822579761546,-3.7507309371806716,0.0001775289002870336,5.547632617068499
DGD2ps,8,"[0.010580029473899279, 0.00825799575681477, 0.010228564039497035, -0.24149836312675876, 0.012644278287051117, 0.03641239218376549, 0.00027445052445656463, 0.0047651604250955855, 1.3650420457265613, -0.0560090472512761, -0.25205644995943033]","[0.01058, 0.008258, 0.010229, -0.241498, 0.675339, 0.012644, 0.036412, 0.000274, 0.004765]",1.3650420457265613,-0.0560090472512761,0.24519793211162952,0.5596848484629754,0.0004950942436158773,0.005894740294539073,,-4.307580981674876,-3.3053121231138674,-3.7406269657577256,0.00018170757573184715,5.542395069513654
DGD2ps,9,"[0.011371869159650936, 0.007918781879360218, 0.012578729268670825, -0.23474644353748564, 0.01434976852177205, 0.0349156768353018, 0.00023113174356979933, 0.0038759894204768823, 1.5925365969922256, -0.039827490672636856, -0.20948351067477466]","[0.011372, 0.007919, 0.012579, -0.234746, 0.680012, 0.01435, 0.034916, 0.000231, 0.003876]",1.5925365969922256,-0.039827490672636856,0.2704517167124139,0.6173287302269206,0.0004328826587349082,0.005894740294539073,,-4.33662189782684,-3.363629811661056,-3.7390094648262546,0.00018238559535580485,5.337752969826125
DGD2ps,10,"[0.012284157990186118, 0.007167957385399298, 0.014973392621644864, -0.22828352973608668, 0.015215631807063028, 0.03326470765036327, -0.0001648370126118133, 0.0025167437293193646, 1.3836208414866926, -0.11259903706928538, -0.25077926178089066]","[0.012284, 0.007168, 0.014973, -0.228284, 0.686129, 0.015216, 0.033265, -0.000165, 0.002517]",1.3836208414866926,-0.11259903706928538,0.2459200799783212,0.5613332115460424,0.00038034970895513395,0.005894740294539073,,-4.3790280118576685,-3.419816911732421,-3.7507309371806716,0.0001775289002870336,4.170776909011623
DGD2ps,11,"[0.013103399201000735, 0.006802560196271399, 0.016853004194482407, -0.22186236233608686, 0.01661693614471414, 0.03192782388655266, -0.0003884004636746653, 0.001176700687554825, 1.5969979139589245, -0.08981145938845687, -0.21072238320795816]","[0.013103, 0.006803, 0.016853, -0.221862, 0.691269, 0.016617, 0.031928, -0.000388, 0.001177]",1.5969979139589245,-0.08981145938845687,0.2696813229344564,0.6155702418042831,0.00034596951771142414,0.005894740294539073,,-4.389792832186119,-3.4609621638456605,-3.7406269657577256,0.00018170757573184715,4.194966671596341
DGD2ps,12,"[0.013972557399140639, 0.005851377513066622, 0.01883590649995428, -0.21585688236694633, 0.01701556713478376, 0.030381829918357986, -0.0010254739366398122, -0.0007018572386913271, 1.3972175167742666, -0.14825239429538214, -0.2495775554237027]","[0.013973, 0.005851, 0.018836, -0.215857, 0.696359, 0.017016, 0.030382, -0.001025, -0.000702]",1.3972175167742666,-0.14825239429538214,0.2466014908063349,0.5628885889211023,0.00030790886714477116,0.005894740294539073,,-4.430197174449564,-3.511577804125077,-3.7406269657577256,0.00018170757573184715,3.1676287305358324
DGD2ps,13,"[0.01478160992779269, 0.005477880353813632, 0.02035285168865304, -0.20980683227882613, 0.018179838348804402, 0.029136463477478634, -0.0013650787831505874, -0.002306991198729226, 1.3448948934739429, -0.3432632526076286, -0.2872670724729749]","[0.014782, 0.005478, 0.020353, -0.209807, 0.698592, 0.01818, 0.029136, -0.001365, -0.002307]",1.3448948934739429,-0.3432632526076286,0.22610292501846058,0.5160988929889536,0.00028408715157333595,0.005894740294539073,,-4.444182223915476,-3.5465484076955187,-3.7500714986390378,0.0001777986672973392,3.1278782589778085
DGD2ps,14,"[0.01547082131915, 0.005423399853597143, 0.02181711310091597, -0.203884061039782, 0.01960739713974221, 0.028112209068255158, -0.0013323207196373672, -0.0036598271567701395, 1.48509438157423, -0.20650919598921022, -0.25070824093518085]","[0.015471, 0.005423, 0.021817, -0.203884, 0.700693, 0.019607, 0.028112, -0.001332, -0.00366]",1.48509438157423,-0.20650919598921022,0.24596029895631633,0.5614250147370836,0.0002588142402719173,0.005894740294539073,,-4.464013952722841,-3.5870118319393,-3.7500714986390378,0.0001777986672973392,3.1718930846674462
